true_file_type,declared_extension,label,label_name,is_malicious,category,corruption_type
BMP,.bmp,1,corrupted,False,image,partial_overwrite_4_null
TIFF_BE,.tiff,1,corrupted,False,image,partial_overwrite_4_null
RAR5,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_1
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
SQLITE,.sqlite,0,valid,False,database,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
DOCX,.docx,0,valid,False,document,none
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
FLAC,.flac,1,corrupted,False,audio,byte_flip_pos_0
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_2
WEBP,.webp,0,valid,False,image,none
WAV,.wav,0,valid,False,audio,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
PNG,.png,0,valid,False,image,none
DOCX,.docx,0,valid,False,document,none
MP4,.mp4,0,valid,False,video,none
GZIP,.gz,0,valid,False,archive,none
GIF,.gif,1,corrupted,False,image,byte_flip_pos_2
XLSX,.xlsx,1,corrupted,False,document,partial_overwrite_4_null
7Z,.7z,1,corrupted,False,archive,truncated_header_keep_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
FLAC,.flac,0,valid,False,audio,none
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
BZIP2,.bz2,1,corrupted,False,archive,byte_flip_pos_1
HTML,.html,0,valid,False,web,none
RAR,.rar,0,valid,False,archive,none
TAR,.tar,0,valid,False,archive,none
MP4,.mp4,0,valid,False,video,none
7Z,.7z,0,valid,False,archive,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
DOCX,.docx,1,corrupted,False,document,byte_flip_pos_3
RAR5,.rar,1,corrupted,False,archive,partial_overwrite_4_null
PE,.exe,1,corrupted,False,executable,truncated_header_keep_2
ELF,.elf,0,valid,False,executable,none
PPTX,.pptx,0,valid,False,document,none
JPEG,.jpeg,0,valid,False,image,none
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_2
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
XLSX,.xlsx,0,valid,False,document,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PDF,.pdf,1,corrupted,False,document,byte_flip_pos_3
ELF,.elf,0,valid,False,executable,none
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
PNG,.png,1,corrupted,False,image,byte_flip_pos_0
DOCX,.docx,1,corrupted,False,document,partial_overwrite_4_null
PPTX,.pptx,0,valid,False,document,none
SQLITE,.sqlite,0,valid,False,database,none
EXE,.exe,0,valid,False,executable,none
CLASS,.class,1,corrupted,False,executable,truncated_header_keep_1
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
BMP,.bmp,0,valid,False,image,none
RAR,.rar,1,corrupted,False,archive,byte_flip_pos_3
JPG,.jpg,0,valid,False,image,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TIFF,.tiff,1,corrupted,False,image,partial_overwrite_4_null
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
TIFF,.tiff,0,valid,False,image,none
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
ZIP,.zip,1,corrupted,False,archive,byte_flip_pos_1
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XLSX,.xlsx,1,corrupted,False,document,byte_flip_pos_2
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_2
WAV,.wav,0,valid,False,audio,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
PDF,.pdf,0,valid,False,document,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
RAR5,.rar,0,valid,False,archive,none
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
BZIP2,.bz2,0,valid,False,archive,none
PE,.exe,0,valid,False,executable,none
PNG,.png,0,valid,False,image,none
FLAC,.flac,0,valid,False,audio,none
DOCX,.docx,1,corrupted,False,document,partial_overwrite_4_null
AVI,.avi,1,corrupted,False,video,byte_flip_pos_3
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
MP3,.mp3,1,corrupted,False,audio,truncated_header_keep_2
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ZIP,.zip,1,corrupted,False,archive,wrong_offset_4_instead_of_0
PE,.exe,0,valid,False,executable,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
XLSX,.xlsx,1,corrupted,False,document,byte_flip_pos_3
TIFF_BE,.tiff,0,valid,False,image,none
DOCX,.docx,0,valid,False,document,none
OGG,.ogg,1,corrupted,False,audio,truncated_header_keep_1
ELF,.elf,1,corrupted,False,executable,partial_overwrite_4_null
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_2
BMP,.bmp,0,valid,False,image,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
7Z,.7z,0,valid,False,archive,none
CLASS,.class,0,valid,False,executable,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XLSX,.xlsx,0,valid,False,document,none
RAR,.rar,1,corrupted,False,archive,truncated_header_keep_1
TIFF_BE,.tiff,0,valid,False,image,none
MP4,.mp4,0,valid,False,video,none
MP3_ID3,.mp3,0,valid,False,audio,none
PPTX,.pptx,1,corrupted,False,document,byte_flip_pos_3
XML,.xml,0,valid,False,web,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
WAV,.wav,0,valid,False,audio,none
CLASS,.class,1,corrupted,False,executable,wrong_offset_4_instead_of_0
WAV,.wav,0,valid,False,audio,none
TIFF,.tiff,0,valid,False,image,none
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_0
DOCX,.docx,1,corrupted,False,document,partial_overwrite_4_null
GIF,.gif,1,corrupted,False,image,byte_flip_pos_1
7Z,.7z,0,valid,False,archive,none
RAR5,.rar,1,corrupted,False,archive,byte_flip_pos_7
AVI,.avi,0,valid,False,video,none
FLAC,.flac,0,valid,False,audio,none
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_1
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_1
ZIP,.zip,0,valid,False,archive,none
JPG,.jpg,0,valid,False,image,none
RAR5,.rar,1,corrupted,False,archive,byte_flip_pos_4
ELF,.elf,1,corrupted,False,executable,byte_flip_pos_2
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
GIF,.gif,0,valid,False,image,none
MP4,.mp4,0,valid,False,video,none
HTML_TAG,.html,0,valid,False,web,none
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
PE,.exe,0,valid,False,executable,none
MP4,.mp4,0,valid,False,video,none
GZIP,.gz,0,valid,False,archive,none
7Z,.7z,0,valid,False,archive,none
7Z,.7z,1,corrupted,False,archive,wrong_offset_4_instead_of_0
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
TIFF,.tiff,0,valid,False,image,none
MP3,.mp3,1,corrupted,False,audio,truncated_header_keep_1
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
PDF,.pdf,1,corrupted,False,document,byte_flip_pos_4
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
PDF,.pdf,0,valid,False,document,none
HTML,.html,0,valid,False,web,none
CLASS,.class,1,corrupted,False,executable,wrong_offset_4_instead_of_0
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
CLASS,.class,1,corrupted,False,executable,partial_overwrite_4_null
RAR5,.rar,0,valid,False,archive,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ELF,.elf,1,corrupted,False,executable,truncated_header_keep_2
OGG,.ogg,1,corrupted,False,audio,wrong_offset_4_instead_of_0
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_4
AVI,.avi,0,valid,False,video,none
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
TIFF_BE,.tiff,1,corrupted,False,image,partial_overwrite_4_null
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PDF,.pdf,1,corrupted,False,document,partial_overwrite_4_null
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_1
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
OGG,.ogg,1,corrupted,False,audio,byte_flip_pos_3
FLAC,.flac,0,valid,False,audio,none
HTML_TAG,.html,0,valid,False,web,none
AVI,.avi,0,valid,False,video,none
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
BMP,.bmp,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
7Z,.7z,0,valid,False,archive,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
WAV,.wav,1,corrupted,False,audio,truncated_header_keep_1
BMP,.bmp,1,corrupted,False,image,partial_overwrite_4_null
RAR5,.rar,0,valid,False,archive,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
7Z,.7z,1,corrupted,False,archive,partial_overwrite_4_null
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_2
PE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
PDF,.pdf,0,valid,False,document,none
PDF,.pdf,1,corrupted,False,document,partial_overwrite_4_null
HTML_TAG,.html,1,corrupted,False,web,byte_flip_pos_2
SQLITE,.sqlite,0,valid,False,database,none
JPEG,.jpeg,1,corrupted,False,image,byte_flip_pos_1
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PNG,.png,1,corrupted,False,image,partial_overwrite_4_null
HTML,.html,1,corrupted,False,web,byte_flip_pos_7
AVI,.avi,0,valid,False,video,none
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
CLASS,.class,0,valid,False,executable,none
MP3_ID3,.mp3,1,corrupted,False,audio,truncated_header_keep_2
CLASS,.class,0,valid,False,executable,none
FLAC,.flac,1,corrupted,False,audio,wrong_offset_4_instead_of_0
OGG,.ogg,0,valid,False,audio,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
DOCX,.docx,0,valid,False,document,none
DOCX,.docx,0,valid,False,document,none
RAR5,.rar,0,valid,False,archive,none
DOCX,.docx,0,valid,False,document,none
JPG,.jpg,1,corrupted,False,image,partial_overwrite_4_null
GIF,.gif,0,valid,False,image,none
TAR,.tar,0,valid,False,archive,none
JPG,.jpg,1,corrupted,False,image,truncated_header_keep_1
MP4,.mp4,0,valid,False,video,none
XML,.xml,1,corrupted,False,web,byte_flip_pos_0
GIF,.gif,1,corrupted,False,image,truncated_header_keep_1
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_3
WEBP,.webp,0,valid,False,image,none
HTML,.html,0,valid,False,web,none
JPG,.jpg,0,valid,False,image,none
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
PE,.exe,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
ELF,.elf,0,valid,False,executable,none
SQLITE,.sqlite,1,corrupted,False,database,wrong_offset_4_instead_of_0
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
RAR5,.rar,0,valid,False,archive,none
MP3_ID3,.mp3,0,valid,False,audio,none
ZIP,.zip,1,corrupted,False,archive,truncated_header_keep_2
PDF,.pdf,0,valid,False,document,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
GIF,.gif,0,valid,False,image,none
7Z,.7z,0,valid,False,archive,none
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
EXE,.exe,0,valid,False,executable,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
WAV,.wav,0,valid,False,audio,none
WEBP,.webp,0,valid,False,image,none
CLASS,.class,1,corrupted,False,executable,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,partial_overwrite_4_null
GIF,.gif,0,valid,False,image,none
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,1,corrupted,False,video,truncated_header_keep_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TAR,.tar,0,valid,False,archive,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ZIP,.zip,1,corrupted,False,archive,byte_flip_pos_1
JPG,.jpg,1,corrupted,False,image,byte_flip_pos_1
PNG,.png,1,corrupted,False,image,truncated_header_keep_2
GZIP,.gz,0,valid,False,archive,none
BZIP2,.bz2,1,corrupted,False,archive,partial_overwrite_4_null
MP4,.mp4,0,valid,False,video,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP3_ID3,.mp3,1,corrupted,False,audio,byte_flip_pos_0
PDF,.pdf,0,valid,False,document,none
DOCX,.docx,0,valid,False,document,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
HTML,.html,1,corrupted,False,web,truncated_header_keep_1
WAV,.wav,1,corrupted,False,audio,truncated_header_keep_2
HTML,.html,0,valid,False,web,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_2
PE,.exe,0,valid,False,executable,none
WAV,.wav,1,corrupted,False,audio,wrong_offset_4_instead_of_0
BZIP2,.bz2,1,corrupted,False,archive,partial_overwrite_4_null
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
WAV,.wav,0,valid,False,audio,none
OGG,.ogg,0,valid,False,audio,none
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
TIFF,.tiff,0,valid,False,image,none
HTML,.html,1,corrupted,False,web,byte_flip_pos_8
JPEG,.jpeg,1,corrupted,False,image,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
ZIP,.zip,0,valid,False,archive,none
BZIP2,.bz2,0,valid,False,archive,none
PE,.exe,1,corrupted,False,executable,truncated_header_keep_2
HTML,.html,1,corrupted,False,web,byte_flip_pos_0
UNKNOWN,.docx,2,mismatch,False,unknown,random_bytes_unknown
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_2
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
BMP,.bmp,1,corrupted,False,image,wrong_offset_4_instead_of_0
MP3_ID3,.mp3,0,valid,False,audio,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
CLASS,.class,1,corrupted,False,executable,wrong_offset_4_instead_of_0
BMP,.bmp,0,valid,False,image,none
PDF,.pdf,1,corrupted,False,document,partial_overwrite_4_null
PE,.exe,1,corrupted,False,executable,byte_flip_pos_0
TIFF,.tiff,1,corrupted,False,image,truncated_header_keep_2
BMP,.bmp,0,valid,False,image,none
RAR,.rar,0,valid,False,archive,none
MP3_ID3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
TIFF_BE,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
FLAC,.flac,1,corrupted,False,audio,byte_flip_pos_3
GIF,.gif,1,corrupted,False,image,truncated_header_keep_2
PE,.exe,0,valid,False,executable,none
RAR5,.rar,0,valid,False,archive,none
PDF,.pdf,0,valid,False,document,none
PNG,.png,0,valid,False,image,none
CLASS,.class,0,valid,False,executable,none
TIFF_BE,.tiff,0,valid,False,image,none
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
ZIP,.zip,0,valid,False,archive,none
XML,.xml,0,valid,False,web,none
GZIP,.gz,0,valid,False,archive,none
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
PPTX,.pptx,1,corrupted,False,document,truncated_header_keep_1
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_2
TIFF_BE,.tiff,0,valid,False,image,none
BZIP2,.bz2,0,valid,False,archive,none
SQLITE,.sqlite,0,valid,False,database,none
WAV,.wav,0,valid,False,audio,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TIFF_BE,.tiff,0,valid,False,image,none
ZIP,.zip,0,valid,False,archive,none
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_2
UNKNOWN,.mp3,2,mismatch,False,unknown,random_bytes_unknown
PE,.exe,0,valid,False,executable,none
SQLITE,.sqlite,1,corrupted,False,database,wrong_offset_4_instead_of_0
TIFF,.tiff,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,truncated_header_keep_2
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_3
XML,.xml,1,corrupted,False,web,truncated_header_keep_1
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
HTML,.html,1,corrupted,False,web,partial_overwrite_4_null
HTML,.html,1,corrupted,False,web,truncated_header_keep_2
XLSX,.xlsx,0,valid,False,document,none
WEBP,.webp,0,valid,False,image,none
7Z,.7z,1,corrupted,False,archive,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
HTML_TAG,.html,0,valid,False,web,none
FLAC,.flac,0,valid,False,audio,none
MP4,.mp4,0,valid,False,video,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TAR,.tar,1,corrupted,False,archive,partial_overwrite_4_null
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
PNG,.png,1,corrupted,False,image,wrong_offset_4_instead_of_0
JPG,.jpg,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,partial_overwrite_4_null
PNG,.png,1,corrupted,False,image,partial_overwrite_4_null
JPG,.jpg,1,corrupted,False,image,truncated_header_keep_1
7Z,.7z,1,corrupted,False,archive,truncated_header_keep_2
JPG,.jpg,1,corrupted,False,image,truncated_header_keep_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
CLASS,.class,0,valid,False,executable,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XML,.xml,0,valid,False,web,none
ELF,.elf,1,corrupted,False,executable,truncated_header_keep_1
7Z,.7z,0,valid,False,archive,none
PDF,.pdf,1,corrupted,False,document,byte_flip_pos_0
MP3,.mp3,1,corrupted,False,audio,truncated_header_keep_1
HTML_TAG,.html,0,valid,False,web,none
CLASS,.class,0,valid,False,executable,none
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_1
JPG,.jpg,0,valid,False,image,none
MP3,.mp3,0,valid,False,audio,none
DOCX,.docx,0,valid,False,document,none
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_2
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
GZIP,.gz,1,corrupted,False,archive,truncated_header_keep_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
UNKNOWN,.png,2,mismatch,False,unknown,random_bytes_unknown
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
BMP,.bmp,0,valid,False,image,none
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
WEBP,.webp,1,corrupted,False,image,truncated_header_keep_1
XML,.xml,0,valid,False,web,none
AVI,.avi,1,corrupted,False,video,byte_flip_pos_1
GIF,.gif,0,valid,False,image,none
AVI,.avi,0,valid,False,video,none
JPG,.jpg,1,corrupted,False,image,wrong_offset_4_instead_of_0
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
GZIP,.gz,0,valid,False,archive,none
BZIP2,.bz2,1,corrupted,False,archive,wrong_offset_4_instead_of_0
OGG,.ogg,1,corrupted,False,audio,wrong_offset_4_instead_of_0
WEBP,.webp,0,valid,False,image,none
MP4,.mp4,0,valid,False,video,none
SQLITE,.sqlite,0,valid,False,database,none
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_1
RAR5,.rar,0,valid,False,archive,none
SQLITE,.sqlite,0,valid,False,database,none
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
HTML,.html,0,valid,False,web,none
7Z,.7z,0,valid,False,archive,none
XLSX,.xlsx,1,corrupted,False,document,byte_flip_pos_3
BZIP2,.bz2,0,valid,False,archive,none
PNG,.png,0,valid,False,image,none
AVI,.avi,0,valid,False,video,none
GIF,.gif,1,corrupted,False,image,byte_flip_pos_3
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
AVI,.avi,1,corrupted,False,video,byte_flip_pos_2
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.exe,0,valid,False,executable,none
MP4,.mp4,0,valid,False,video,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
GIF,.gif,1,corrupted,False,image,byte_flip_pos_0
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_2
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,1,corrupted,False,video,byte_flip_pos_2
PDF,.pdf,0,valid,False,document,none
HTML_TAG,.html,0,valid,False,web,none
CLASS,.class,0,valid,False,executable,none
GIF,.gif,0,valid,False,image,none
MP3_ID3,.mp3,0,valid,False,audio,none
XML,.xml,1,corrupted,False,web,byte_flip_pos_2
TIFF,.tiff,1,corrupted,False,image,truncated_header_keep_1
TAR,.tar,1,corrupted,False,archive,partial_overwrite_4_null
BZIP2,.bz2,1,corrupted,False,archive,wrong_offset_4_instead_of_0
7Z,.7z,0,valid,False,archive,none
AVI,.avi,1,corrupted,False,video,truncated_header_keep_1
7Z,.7z,0,valid,False,archive,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
BZIP2,.bz2,1,corrupted,False,archive,truncated_header_keep_1
ZIP,.zip,1,corrupted,False,archive,wrong_offset_4_instead_of_0
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_1
PE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
TIFF_BE,.tiff,0,valid,False,image,none
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
MP3_ID3,.mp3,0,valid,False,audio,none
WEBP,.webp,0,valid,False,image,none
SQLITE,.sqlite,0,valid,False,database,none
PNG,.png,1,corrupted,False,image,truncated_header_keep_1
7Z,.7z,0,valid,False,archive,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
XLSX,.xlsx,0,valid,False,document,none
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_2
7Z,.7z,1,corrupted,False,archive,truncated_header_keep_1
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
7Z,.7z,1,corrupted,False,archive,wrong_offset_4_instead_of_0
MP4,.mp4,0,valid,False,video,none
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
JPG,.jpg,1,corrupted,False,image,wrong_offset_4_instead_of_0
MP3,.mp3,1,corrupted,False,audio,truncated_header_keep_1
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
GZIP,.gz,1,corrupted,False,archive,byte_flip_pos_2
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
RAR5,.rar,0,valid,False,archive,none
OGG,.ogg,0,valid,False,audio,none
AVI,.avi,1,corrupted,False,video,byte_flip_pos_1
MP3_ID3,.mp3,1,corrupted,False,audio,partial_overwrite_4_null
MP4,.mp4,0,valid,False,video,none
PPTX,.pptx,0,valid,False,document,none
MP4,.mp4,0,valid,False,video,none
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_3
JPEG,.jpeg,1,corrupted,False,image,partial_overwrite_4_null
TIFF,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
PNG,.png,0,valid,False,image,none
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_2
CLASS,.class,0,valid,False,executable,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
OGG,.ogg,0,valid,False,audio,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
WAV,.wav,0,valid,False,audio,none
HTML,.html,0,valid,False,web,none
ZIP,.zip,0,valid,False,archive,none
GZIP,.gz,0,valid,False,archive,none
SQLITE,.sqlite,1,corrupted,False,database,wrong_offset_4_instead_of_0
BMP,.bmp,0,valid,False,image,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
RAR,.rar,1,corrupted,False,archive,byte_flip_pos_5
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
WAV,.wav,0,valid,False,audio,none
JPEG,.jpeg,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
GIF,.gif,0,valid,False,image,none
PPTX,.pptx,0,valid,False,document,none
PE,.exe,0,valid,False,executable,none
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_1
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
7Z,.7z,0,valid,False,archive,none
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_1
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_2
PE,.exe,1,corrupted,False,executable,truncated_header_keep_1
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
7Z,.7z,0,valid,False,archive,none
GZIP,.gz,0,valid,False,archive,none
JPEG,.jpeg,1,corrupted,False,image,byte_flip_pos_2
OGG,.ogg,1,corrupted,False,audio,byte_flip_pos_3
ELF,.elf,1,corrupted,False,executable,partial_overwrite_4_null
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_1
JPG,.jpg,1,corrupted,False,image,partial_overwrite_4_null
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_2
